0.99956,0.00037026,7.0048e-05
0.99996,1.1358e-05,2.5081e-05
0.99302,1.5251e-06,0.0069788
0.98909,1.28e-07,0.01091
0.9923,0.007699,9.1889e-07
0.99714,2.5991e-06,0.002862
0.99169,5.808e-05,0.0082549
0.98942,9.3113e-07,0.010582
0.63974,0.36026,3.1611e-07
0.89837,0.10163,8.7883e-07
0.98893,0.0031938,0.0078748
0.99827,2.9836e-07,0.0017336
0.76645,6.4148e-07,0.23355
0.93575,2.8018e-07,0.064255
0.95043,1.8618e-07,0.049565
0.95136,2.7091e-05,0.048609
0.20953,5.3483e-07,0.79047
0.99918,0.00081671,7.1559e-06
0.99969,3.6718e-06,0.00030959
0.058024,1.9946e-10,0.94198
0.98655,3.4722e-06,0.013451
0.99144,1.5013e-06,0.0085537
0.99882,0.0011841,6.4689e-07
0.61952,6.7041e-12,0.38048
0.99987,6.4136e-05,6.5101e-05
0.99002,0.0099841,2.5894e-07
0.43695,3.7403e-09,0.56305
0.65441,6.9603e-10,0.34559
0.98937,1.2197e-06,0.010626
0.72226,9.0906e-08,0.27774
0.99514,2.0657e-09,0.0048649
0.99619,0.0034423,0.00036975
0.92103,6.4113e-06,0.078962
0.99519,3.315e-07,0.0048083
0.99976,0.00011968,0.0001217
0.9792,0.020791,5.9543e-06
0.9161,0.08389,9.7045e-06
0.17469,0.82531,1.8971e-07
0.99775,7.2474e-05,0.002173
0.046396,3.7444e-06,0.9536
0.94789,5.3139e-08,0.052108
0.97017,3.398e-08,0.029826
0.84596,3.3305e-09,0.15404
0.98081,0.014198,0.0049968
0.99882,0.00024581,0.00093633
0.99722,7.4428e-08,0.0027847
0.99979,0.00020232,1.041e-05
0.99895,0.00012808,0.00092493
0.99893,3.767e-05,0.0010341
0.99974,5.1315e-05,0.0002122
0.96114,2.2795e-05,0.038834
0.92145,0.064682,0.013873
0.96553,6.1405e-05,0.034409
0.98319,6.8081e-06,0.016806
0.99984,6.9309e-06,0.00015581
0.99981,0.00010989,8.088e-05
0.99622,7.0369e-06,0.0037759
0.99995,1.2063e-05,3.4505e-05
0.99954,0.00042516,3.4906e-05
0.66372,1.0062e-11,0.33628
0.012062,1.0001e-14,0.98794
0.01317,2.3065e-15,0.98683
0.077085,9.5394e-12,0.92291
0.23621,1.3797e-08,0.76379
0.96431,2.6128e-10,0.035693
0.74486,6.4704e-10,0.25514
0.99975,1.3572e-06,0.0002439
0.9959,6.7489e-07,0.0040948
0.99969,1.9662e-06,0.00030446
0.2003,7.062e-10,0.7997
0.0013959,0.9986,1.485e-09
0.045378,0.95462,2.1312e-06
0.0091003,0.9909,9.6531e-08
5.1427e-06,0.99999,6.7168e-15
0.11505,0.88494,1.7547e-06
0.059538,0.94046,6.1737e-06
0.0091004,0.9909,1.6173e-08
1.9695e-10,1,2.2462e-20
7.0606e-07,1,8.204e-14
0.10699,0.89301,7.1084e-08
0.13096,0.86892,0.0001227
4.2784e-06,1,2.3966e-12
2.2046e-09,1,6.9617e-18
9.9801e-07,1,1.0889e-17
3.6962e-07,1,1.0105e-16
0.00033163,0.99967,1.9773e-12
4.6476e-05,0.99995,8.946e-15
1.2713e-06,1,6.3189e-15
9.9666e-12,1,4.6637e-21
9.0502e-11,1,2.4772e-20
3.5873e-08,1,1.7454e-19
2.1404e-05,0.99998,1.159e-13
1.3086e-05,0.99999,7.14e-14
4.9278e-06,1,1.7917e-11
6.7799e-06,0.99999,2.6591e-12
0.083735,0.91626,4.8608e-07
6.2277e-07,1,9.4537e-16
7.2233e-06,0.99999,1.8822e-15
0.00023395,0.99977,3.4769e-12
4.4929e-05,0.99996,3.5532e-14
0.56557,0.43437,5.9505e-05
0.003534,0.99647,3.0405e-11
2.5431e-07,1,1.6641e-15
1.1454e-06,1,1.9176e-15
4.7292e-06,1,1.9415e-14
2.9294e-05,0.99997,4.0184e-14
1.7983e-05,0.99998,4.4669e-14
0.0028919,0.99711,1.9317e-09
2.0657e-08,1,2.2396e-18
0.0002098,0.99979,1.2619e-13
0.00025763,0.99974,6.151e-13
4.0296e-07,1,6.9017e-16
1.0501e-05,0.99999,2.3349e-15
8.0848e-08,1,1.3547e-13
5.6668e-11,1,4.7644e-21
7.2158e-06,0.99999,2.1096e-15
4.2114e-06,1,1.628e-13
2.4452e-06,1,3.1195e-15
7.8448e-06,0.99999,8.3442e-14
2.3291e-08,1,1.456e-18
8.7087e-10,1,1.0074e-17
0.00023747,0.99976,2.3032e-11
0.70934,0.29051,0.00014384
0.00018202,0.99982,2.5683e-12
0.9826,0.017308,9.2985e-05
9.2195e-06,0.99999,4.5709e-13
6.9209e-06,0.99999,5.3742e-13
0.0027838,0.99722,3.5228e-11
3.5988e-08,1,1.3764e-19
0.0018277,0.99817,5.4202e-08
0.00039093,0.99961,6.3473e-12
1.1093e-05,0.99999,2.1264e-14
0.98693,0.0090097,0.0040587
0.71217,0.28769,0.00014491
0.96354,0.029637,0.0068204
0.99731,0.001647,0.0010388
0.011264,0.98874,1.0596e-08
0.99366,0.0062923,4.5463e-05
0.99375,0.0061939,5.3399e-05
0.76697,0.23297,5.3385e-05
0.022395,3.1305e-09,0.9776
0.0014395,3.1523e-09,0.99856
0.01175,8.8618e-09,0.98825
0.00076246,9.6767e-13,0.99924
0.0020822,2.2822e-13,0.99792
9.2824e-06,2.5572e-16,0.99999
0.046038,6.9473e-14,0.95396
0.015035,2.388e-11,0.98497
0.28366,7.9256e-10,0.71634
1.0003e-05,1.7197e-17,0.99999
0.00041355,7.477e-14,0.99959
2.4846e-05,8.4509e-14,0.99998
0.0050861,7.8715e-12,0.99491
0.0023205,2.7173e-15,0.99768
0.00092177,5.4967e-15,0.99908
1.6175e-05,2.3837e-16,0.99998
0.0028411,4.5544e-15,0.99716
0.0034543,3.605e-12,0.99655
0.0024452,2.6925e-13,0.99755
0.00010732,5.5529e-15,0.99989
0.26729,3.6942e-10,0.73271
0.0050769,1.0633e-12,0.99492
0.0013566,5.5016e-13,0.99864
0.020851,6.2495e-11,0.97915
3.0974e-06,3.0678e-17,1
0.24365,5.5453e-12,0.75635
0.0056809,1.8738e-11,0.99432
0.030102,8.0573e-12,0.9699
0.00051631,3.7639e-15,0.99948
0.0017276,2.8557e-15,0.99827
1.5412e-06,2.4542e-17,1
7.2308e-06,9.3095e-16,0.99999
0.00036893,1.2684e-15,0.99963
4.538e-05,1.1602e-15,0.99995
1.9992e-05,3.1857e-17,0.99998
2.5807e-05,9.8973e-18,0.99997
4.7991e-05,4.9165e-16,0.99995
2.9785e-05,1.0583e-17,0.99997
3.03e-05,1.2557e-15,0.99997
0.66942,3.3228e-11,0.33058
0.00013846,1.2661e-15,0.99986
0.0043087,1.0564e-11,0.99569
0.0024867,1.6003e-12,0.99751
0.00019365,1.0024e-14,0.99981
0.0020164,2.231e-10,0.99798
0.0021118,4.6871e-14,0.99789
0.00093029,1.9131e-13,0.99907
0.00014564,7.0398e-17,0.99985
4.1737e-07,1.7479e-17,1
7.5888e-06,8.2844e-19,0.99999
1.3117e-05,2.2506e-17,0.99999
0.00063706,1.3595e-15,0.99936
0.0089712,2.4956e-13,0.99103
3.11e-05,2.3881e-17,0.99997
0.0079092,1.4553e-12,0.99209
0.014108,1.1225e-10,0.98589
0.0043055,6.7308e-11,0.99569
0.1315,1.9807e-08,0.8685
0.21754,4.0235e-10,0.78246
0.41688,3.2734e-10,0.58312
0.0013157,3.4396e-12,0.99868
0.59387,1.5574e-10,0.40613
0.00035686,3.5663e-16,0.99964
7.1527e-06,9.7761e-13,0.99999
0.029473,1.7726e-11,0.97053
0.023413,2.7543e-12,0.97659
0.00029812,7.892e-16,0.9997
5.2019e-05,8.6035e-11,0.99995
0.0098836,3.1189e-13,0.99012
0.00068068,1.2787e-12,0.99932
